region;dm_method;models_params;predictor_dict;predictors_list;selected_indices;recall. mean;precision. mean;fscore. mean;recall. std;precision. std;fscore. std
region_1;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 50, 'bootstrap': True};{'eyetracking_ts': ['Face']};['Face'];['Face'];0.5262257696693272;0.5183732920141683;0.4554133195249781;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 200, 'bootstrap': True};{'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz'], 'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};[' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz', 'Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'];[' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', ' pose_Rx', ' pose_Ry', ' pose_Rz', 'Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'];0.6163055872291904;0.6153958052863072;0.6152865014280187;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 50, 'n_estimators': 300, 'bootstrap': True};{'eyetracking_ts': ['Face']};['Face'];['Face'];0.5444697833523375;0.5603729539355023;0.48528314668768163;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 10, 'bootstrap': True};{'facial_features_ts': [' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz'], 'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'];[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'];0.5792474344355758;0.5816831416307227;0.5741000815559831;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 300, 'bootstrap': True};{'facial_features_ts': [' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz'], 'eyetracking_ts': ['Face']};[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Face'];[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Face'];0.5387685290763968;0.5357459697002387;0.4888818372334278;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 50, 'bootstrap': True};{'facial_features_ts': [' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz']};[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz'];[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz'];0.5450399087799316;0.5432479641161483;0.5203201636716067;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 50, 'n_estimators': 300, 'bootstrap': True};{'facial_features_ts': [' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz'], 'eyetracking_ts': ['Face']};[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Face'];[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Face'];0.5592930444697833;0.572102704341918;0.5291444198170665;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 300, 'bootstrap': True};{'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r'], 'eyetracking_ts': ['Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes']};[' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', 'Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'];[' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r', 'Vx', 'Vy', 'saccades', 'Face', 'Mouth', 'Eyes'];0.61345496009122;0.6134213183450676;0.613437341904055;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 10, 'bootstrap': True};{'facial_features_ts': [' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', ' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', ' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r'];[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', ' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r'];0.5478905359179019;0.5684898398814212;0.5097633848024932;0.0;0.0;0.0
region_1;None;{'max_features': 'auto', 'max_depth': 50, 'n_estimators': 300, 'bootstrap': True};{'facial_features_ts': [' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz'], 'eyetracking_ts': ['Face']};[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Face'];[' pose_Rx', ' pose_Ry', ' pose_Rz', ' pose_Tx', ' pose_Ty', ' pose_Tz', 'Face'];0.5701254275940707;0.5791399206489881;0.5446713732153776;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 50, 'bootstrap': True};{'speech_ts': ['Signal']};['Signal'];['Signal'];0.564994298745724;0.5695751921996545;0.5628176496323415;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 300, 'bootstrap': True};{'speech_left_ts': ['Signal_left']};['Signal_left'];['Signal_left'];0.5689851767388826;0.5684232921380804;0.5683125816009105;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 50, 'bootstrap': True};{'speech_left_ts': ['IPU_left']};['IPU_left'];['IPU_left'];0.6271379703534777;0.6271148264079288;0.6271190595919867;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 100, 'bootstrap': True};{'speech_ts': ['IPU']};['IPU'];['IPU'];0.5889395667046751;0.5912230485824143;0.5862275150655802;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 100, 'bootstrap': True};{'speech_ts': ['talk']};['talk'];['talk'];0.5735461801596351;0.5758281459918088;0.5723328327967477;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 10, 'bootstrap': True};{'speech_left_ts': ['talk_left']};['talk_left'];['talk_left'];0.604903078677309;0.6173351111041989;0.5915464993273075;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 50, 'n_estimators': 10, 'bootstrap': True};{'speech_left_ts': ['IPU_left'], 'speech_ts': ['IPU']};['IPU_left', 'IPU'];['IPU_left', 'IPU'];0.5678449258836944;0.5679588975866825;0.5678280694084714;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 200, 'bootstrap': True};{'speech_ts': ['IPU', 'talk']};['IPU', 'talk'];['IPU', 'talk'];0.6020524515393386;0.6028967017943859;0.5998158455442163;0.0;0.0;0.0
region_2;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 200, 'bootstrap': True};{'speech_left_ts': ['IPU_left', 'talk_left']};['IPU_left', 'talk_left'];['IPU_left', 'talk_left'];0.6220068415051311;0.6217567883742021;0.6216613966419434;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 200, 'bootstrap': True};{'speech_ts': ['Signal']};['Signal'];['Signal'];0.5535917901938426;0.553560981471817;0.5535762063000977;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 200, 'bootstrap': True};{'speech_left_ts': ['Signal_left']};['Signal_left'];['Signal_left'];0.5706955530216647;0.5727241894136466;0.5646476375165439;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 200, 'bootstrap': True};{'speech_left_ts': ['IPU_left']};['IPU_left'];['IPU_left'];0.6037628278221209;0.6031896241384528;0.6027438351155991;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 200, 'bootstrap': True};{'speech_ts': ['IPU']};['IPU'];['IPU'];0.5689851767388826;0.5694223739042079;0.5649884879570696;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 10, 'bootstrap': True};{'speech_ts': ['talk']};['talk'];['talk'];0.5661345496009123;0.5974836683155557;0.5261823670554816;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 10, 'bootstrap': True};{'speech_left_ts': ['talk_left']};['talk_left'];['talk_left'];0.6225769669327252;0.6368966318651575;0.6099021533869414;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 100, 'bootstrap': True};{'speech_left_ts': ['IPU_left'], 'speech_ts': ['IPU']};['IPU_left', 'IPU'];['IPU_left', 'IPU'];0.6066134549600912;0.6067956180735443;0.6034328712186298;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 300, 'bootstrap': True};{'speech_ts': ['IPU', 'talk']};['IPU', 'talk'];['IPU', 'talk'];0.5963511972633979;0.5949475977932224;0.5929231717679208;0.0;0.0;0.0
region_3;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 200, 'bootstrap': True};{'speech_left_ts': ['IPU_left', 'talk_left']};['IPU_left', 'talk_left'];['IPU_left', 'talk_left'];0.6225769669327252;0.6224167044242446;0.6196436105531152;0.0;0.0;0.0
region_4;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 300, 'bootstrap': True};{'speech_ts': ['IPU', 'FilledBreaks', 'Feedbacks', 'Discourses', 'Particles', 'Laughters']};['IPU', 'FilledBreaks', 'Feedbacks', 'Discourses', 'Particles', 'Laughters'];['IPU', 'FilledBreaks', 'Feedbacks', 'Discourses', 'Particles', 'Laughters'];0.6727480045610034;0.6727327247277456;0.6724239627117266;0.0;0.0;0.0
region_4;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 10, 'bootstrap': True};{'facial_features_ts': [' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r']};[' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r'];[' AU01_r', ' AU02_r', ' AU04_r', ' AU05_r', ' AU06_r', ' AU07_r', ' AU23_r', ' AU10_r', ' AU12_r', ' AU14_r', ' AU15_r', ' AU17_r', ' AU20_r', ' AU23_r', ' AU25_r', ' AU26_r'];0.571835803876853;0.6115970198050917;0.5369297569093545;0.0;0.0;0.0
region_4;None;{'max_features': 'auto', 'max_depth': 10, 'n_estimators': 10, 'bootstrap': True};{'speech_ts': ['IPU']};['IPU'];['IPU'];0.6573546180159635;0.6574750693752666;0.6570893372654611;0.0;0.0;0.0
region_4;None;{'max_features': 'auto', 'max_depth': 100, 'n_estimators': 300, 'bootstrap': True};{'speech_left_ts': ['IPU_left']};['IPU_left'];['IPU_left'];0.5222348916761688;0.5232837821627979;0.5184771259892896;0.0;0.0;0.0
region_4;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 10, 'bootstrap': True};{'speech_left_ts': ['talk_left']};['talk_left'];['talk_left'];0.5262257696693272;0.5486963911102101;0.4669792991499641;0.0;0.0;0.0
region_4;None;{'max_features': 'auto', 'max_depth': 5, 'n_estimators': 10, 'bootstrap': True};{'speech_ts': ['talk']};['talk'];['talk'];0.6556442417331813;0.6572667170663256;0.6547951109143918;0.0;0.0;0.0
